1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
moley	Church of Scientology	org	neg-towards	-0.686666667	"But in terms of absurdity of beliefs, it's impossible to claim that Scientology is more absurd than Christianity."	2008-07-29T13:57:00
moley	L. Ron Hubbard	per	pos-towards	1.405555556	"Christianity is sourced from the Bible, a source no more credible than Mr LR Hubbard."	2008-07-30T23:15:00
moley	people	per	neg-towards	-1.503333333	"I'm saying that the desire to control, manipulate and influence people and world affairs extends beyond scientology and into the vatican, amongst other places."	2008-07-29T10:26:00
moley	who	per	neg-towards	-2.778888889	"I'm sure there are some Scientologists who'll be equally unhappy <img src=""images/smilies/tongue.png""/>"	2008-07-31T14:04:00
Moroseblight	Bombay	gpe	pos-towards	2.09	"I do have a love-hate relationship with the city, but there's no where else I'd rather be."	2010-02-21T19:13:00
naivesincerity	Islam WILL	per	neg-towards	-1.868888889	"However, Islam WILL be a problem long term if not addressed."	2009-03-08T02:06:00
NathanL	Church	org	pos-towards	0.713333333	"I can take you through some of the basics and introduce you to some types of Church, so you can make your mind up."	2008-07-27T02:53:00
NathanL	Yeh	per	pos-towards	2.027777778	"Yeh it's pretty cultic, alright.)"	2008-07-27T02:05:00
neodymium	buildings	fac	neg-towards	-2.234444444	"None...both cities are choking with people, traffic and buildings."	2010-02-21T14:10:00
neodymium	cities	gpe	neg-towards	-2.148888889	"None...both cities are choking with people, traffic and buildings."	2010-02-21T14:10:00
neodymium	people	per	neg-towards	-2.148888889	"None...both cities are choking with people, traffic and buildings."	2010-02-21T14:10:00
Norfolkadam	New York London	gpe	neg-towards	-1.83	"New York was so disappointing compared to London. <img src=""images/smilies/frown.png""/>"	2010-02-21T19:48:00
Omnis	JMonkey Pavliks	per	neg-towards	-1.48	"<img src=""http://static.tsrfiles.co.uk/images/smilies/ditto.gif"" alt="":ditto:""/> but I couldn't be arsed to reply to your idiotic post D&amp;M."	2009-02-26T13:09:00
ormaybeitsjustnarcissism	London	gpe	pos-towards	1.156666667	"I voted London instinctively because I love it there, but I have some good memories of NY, it's really just the size and the heat and the rain that puts me off."	2010-02-21T14:09:00
ormaybeitsjustnarcissism	NY &gt; London	org	pos-towards	1.148888889	"I voted London instinctively because I love it there, but I have some good memories of NY, it's really just the size and the heat and the rain that puts me off."	2010-02-21T14:09:00
ormaybeitsjustnarcissism	people	per	pos-towards	0.666666667	I maybe prefer NY people though.	2010-02-21T14:09:00
ormaybeitsjustnarcissism	street	fac	pos-towards	1.265555556	"We were walking down the street and this businessman in a suit walked past grinning and singing to himself all loudly and happily, like some sort of cheesy advert, it was amazing."	2010-02-21T14:09:00
Phyos	NY &gt; London	org	neg-towards	-0.811111111	I am from NY and I miss it so much.	2010-02-21T14:50:00
PimmsO'Clock	London	gpe	neg-towards	-0.585555556	New York's crime rate is much lower than London's.	2010-02-21T14:14:00
PimmsO'Clock	New York London	gpe	neg-towards	-1.752222222	New York's crime rate is much lower than London's.	2010-02-21T14:14:00
Pink Bullets	London	gpe	pos-towards	0.705555556	I prefer the old architecture and history of London to the modern bright lights of NYC.	2010-02-21T14:27:00
Pink Bullets	New York London	gpe	pos-towards	1.848888889	but I like New York too and it's quite likely I will end up living there.	2010-02-21T14:27:00
Pink Bullets	NYC	gpe	pos-towards	1.094444444	I prefer the old architecture and history of London to the modern bright lights of NYC.	2010-02-21T14:27:00
pretz	Church	org	pos-towards	0.915555556	"Oh god, I was tricked by the mormon church <img src=""images/smilies/frown.png""/>"	2008-07-11T12:27:00
pretz	Mormon	per	pos-towards	1.187777778	"To be fair though, I haven't actually met a Mormon I didn't like..."	2008-07-11T12:33:00
Prince Rhyus	BNP and Front Nationale	org	neg-towards	-0.15	The BNP have moved from the streets to communities - ones that feel abandoned by mainstream politics as it chased the bright lights of the City.	2009-02-22T00:19:00
Prince Rhyus	campus	fac	neg-towards	-0.461111111	"Turning up en masse everytime the far right does well somewhere, shouting loudly before going back home, or holding ""Marxist Society"" meetings on campus has achieved little."	2009-02-22T00:19:00
Prince Rhyus	campus	fac	pos-towards	0.705555556	"Turning up en masse everytime the far right does well somewhere, shouting loudly before going back home, or holding ""Marxist Society"" meetings on campus has achieved little."	2009-02-22T00:19:00
Prince Rhyus	communities	gpe	neg-towards	-0.15	The BNP have moved from the streets to communities - ones that feel abandoned by mainstream politics as it chased the bright lights of the City.	2009-02-22T00:19:00
Prince Rhyus	London	gpe	pos-towards	1.094444444	The BNP have moved from the streets to communities - ones that feel abandoned by mainstream politics as it chased the bright lights of the City.	2009-02-22T00:19:00
Prince Rhyus	nazis	per	pos-towards	1.522222222	"Far easier and safer to have a socialist society meeting about how evil the nazis are, march from A to B and shout loudly in a hastily arranged protest whenever the far right gain electoral success."	2009-02-22T00:19:00
Prince Rhyus	ones	per	neg-towards	-1.791111111	The BNP have moved from the streets to communities - ones that feel abandoned by mainstream politics as it chased the bright lights of the City.	2009-02-22T00:19:00
Prince Rhyus	streets	fac	neg-towards	-0.15	The BNP have moved from the streets to communities - ones that feel abandoned by mainstream politics as it chased the bright lights of the City.	2009-02-22T00:19:00
proud nd luvin it	ak56	per	pos-towards	0.884444444	"However, I'd have to say I prefer New York, despite being the same sized, in my opinion New York has a much grander feel about it, modern and historic buildings work really well together, while in many parts of London arcetechture is really **** and imo distracts from the good aspects of London."	2010-02-21T13:55:00
proud nd luvin it	ak56	per	pos-towards	1.522222222	"However, the really rough parts of New York where you have to exercise particularly caucion are quite far removed from Manhattan and its immediate surroundings, so as a tourist, it's pretty easy to avoid ********* in NY, while in London I can imagine tourists run into ********* quite frequently."	2010-02-22T10:06:00
proud nd luvin it	avident	per	pos-towards	1.016666667	"In the end, I would say New York is the most amazing city in the world, but London comes right after it."	2010-02-22T13:18:00
proud nd luvin it	avident	per	pos-towards	1.483333333	London is more quaint; it is charming and welcoming.	2010-02-22T13:18:00
proud nd luvin it	avident	per	pos-towards	1.592222222	"It'll be perfect after 3 years in London, though, and besides then I'll be 21 which is ideal for US immigrants."	2010-02-22T13:18:00
proud nd luvin it	awm55	per	pos-towards	1.234444444	"Central London also has more geriatrics because it is calmer and easier to live in, while it is common for yuppies to live in Manhatten throughout their 20's/30's then move to connecticut or jersey to start a family."	2010-02-22T15:08:00
proud nd luvin it	EDCE88	per	neg-towards	-1.666666667	"just noticed I havent answered the question in this thread, havent been to NY, but would love to, although I'm not sure if I could live with the American accent, personally find it annoying, no offence to anyone."	2010-02-22T11:01:00
proud nd luvin it	fliss_pop	per	neg-towards	-2.071111111	"i've never liked London, it just has the wrong feeling in the air for me."	2010-02-21T14:51:00
proud nd luvin it	fliss_pop	per	pos-towards	0.557777778	"i've never liked London, it just has the wrong feeling in the air for me."	2010-02-21T14:51:00
proud nd luvin it	FNKYCHLD	per	neg-towards	-0.78	"Don't get me wrong, London is an incredible, world class city, but it just doesn't have the high paced energy, action, and buzz of NYC."	2011-06-13T07:22:00
proud nd luvin it	FNKYCHLD	per	pos-towards	-0.78	"Don't get me wrong, London is an incredible, world class city, but it just doesn't have the high paced energy, action, and buzz of NYC."	2011-06-13T07:22:00
proud nd luvin it	FormerlyHistoryStudent	per	pos-towards	2.782222222	"I've never been to New York, but I think I would love it."	2010-02-21T14:35:00
proud nd luvin it	FormerlyHistoryStudent	per	pos-towards	2.782222222	"However, I've been to London hundreds of times and I know I love it!"	2010-02-21T14:35:00
proud nd luvin it	Giggsy's Girl	per	neg-towards	-0.974444444	"It was so overwhelming, and London I found to be disgustingly busy to the point of nausea, and I wasn't 'overwhelmed' like I was when I saw New York."	2010-02-21T19:50:00
proud nd luvin it	happinessmachine	per	neg-towards	-1.588888889	"I've realized people in London are actually overly polite and it can be ""fake"", just to ""say it"" but not mean it."	2010-03-20T22:45:00
proud nd luvin it	happinessmachine	per	neg-towards	-2.397777778	6) SUBWAY IS GROSS AND DIRTY in NYC and so many homeless people in it....10 times more than London !!!!!!!!!!!!!!!!	2010-03-20T22:45:00
proud nd luvin it	happinessmachine	per	pos-towards	0.705555556	"Actually I stand by that fashion is not that good BUT BUT BUT I now see this as a good thing, americans are more down to earth and don't always have to dress up, it's more casual and comfy HOWEVER PEOPLE DRESS BETTER on night outings and going to church and 100% better than those in London"	2010-03-20T22:45:00
proud nd luvin it	HotCoco.	per	pos-towards	1.001111111	"I prefer London though as it can be quirky and random most times. <img src=""images/smilies/biggrin.png""/> I felt disappointed with my first visit to NY, totally overrated."	2010-02-21T18:41:00
proud nd luvin it	HumanNature1992	per	pos-towards	0.752222222	"London has amazing history whereas New York posesses a certain ""buzz"" to it like no other."	2010-02-21T14:14:00
proud nd luvin it	Laura182	per	neg-towards	-1.324444444	London is in England so it's crap by default.	2010-02-22T03:51:00
proud nd luvin it	Lord_Farquad	per	pos-towards	1.732222222	"I personally prefer London, it's so vibrant and the architecture is spectacular."	2011-06-14T21:32:00
proud nd luvin it	mabrookes	per	neg-towards	-1.145555556	"It's also much safer - and the skyscrapers look ridiculous and don't make for a good city (well, I suppose when your very high up they cool which is handy if your rich and can afford a high up penthouse)"	2010-02-21T19:14:00
proud nd luvin it	mabrookes	per	pos-towards	1.498888889	"It's also much safer - and the skyscrapers look ridiculous and don't make for a good city (well, I suppose when your very high up they cool which is handy if your rich and can afford a high up penthouse)"	2010-02-21T19:14:00
proud nd luvin it	mabrookes	per	pos-towards	1.032222222	If London were to make even half that effort (and it would only need to be half the effort after the difference I saw) then it would feel just as safe to these people.	2010-02-22T00:32:00
proud nd luvin it	madders94	per	pos-towards	2.782222222	"It love London, it is beautiful there and I really love it, but New York.."	2010-03-20T22:58:00
proud nd luvin it	ormaybeitsjustnarcissism	per	pos-towards	1.156666667	"I voted London instinctively because I love it there, but I have some good memories of NY, it's really just the size and the heat and the rain that puts me off."	2010-02-21T14:09:00
proud nd luvin it	Pezza18	per	pos-towards	1.833333333	The city just has a great vibe to it!	2010-02-22T11:02:00
proud nd luvin it	Quady	per	pos-towards	-0.958888889	"Travelling to Bombay is always going to be more fun than travelling to London, it doesn't make the city better."	2010-02-21T14:29:00
proud nd luvin it	ZOMG!	per	pos-towards	0.884444444	I've never been to New York but I like what I've seen in the pictures; it looks much grander than London in my opinion.	2010-02-21T14:00:00
Pryste	BNP and Front Nationale	org	pos-towards	1.358888889	I am sincerely worried about the increased support for the BNP...	2009-02-28T01:33:00
Pryste	BNP and Front Nationale	org	pos-towards	1.576666667	"I have stated this in a couple other threads, but the BNP have gained support in similar circumstances as the NAZI party did after the wallstreet crash and ensuing Great Depression."	2009-02-28T01:33:00
Pryste	BNP and Front Nationale	org	pos-towards	1.156666667	I would go as far as to compel people to voted for anyone OTHER than the BNP.	2009-02-28T01:33:00
Pryste	people	per	pos-towards	1.156666667	I would go as far as to compel people to voted for anyone OTHER than the BNP.	2009-02-28T01:33:00
Pryste	Sheffield	gpe	pos-towards	0.627777778	it came as a shock for me when I doscovered that traditional labour strongholds in Sheffield were switching to the BNP based on their economic policies.	2009-02-28T01:33:00
Pryste	their	per	pos-towards	0.97	"Maybe some of their policies seem rational now, but that only serves as a mask for some of their more extreme ones."	2009-02-28T01:33:00
Reefer	JMonkey Pavliks	per	pos-towards	1.848888889	I'm surprised this is even big news as you will always get a tiny minority of ppl like that in society.	2009-02-28T20:49:00
Reefer	minority	per	neg-towards	-0.966666667	Not very long and this (the BNP) is just a whimper of a scared and ignorant dying minority.	2009-02-28T20:49:00
Reefer	they	per	neg-towards	-1.091111111	"Most ppl know it's BS politics and they prey on certain ppl's ignorance, poverty and social standing to get votes."	2009-02-28T20:49:00
Ribbits	British Pakistani	gpe	pos-towards	1.288888889	"I'm sorry to disappoint you, but Britain has been accepting (albeit unwillingly at times) migrants from all over the world ever since transport made it possible."	2009-02-22T11:21:00
Ribbits	JMonkey Pavliks	per	neg-towards	-0.663333333	What the heck are you talking about?!	2009-02-22T11:21:00
Ribbits	JMonkey Pavliks	per	neg-towards	-2.141111111	"I'm sorry to disappoint you, but Britain has been accepting (albeit unwillingly at times) migrants from all over the world ever since transport made it possible."	2009-02-22T11:21:00
Ribbits	migrants	per	pos-towards	1.288888889	"I'm sorry to disappoint you, but Britain has been accepting (albeit unwillingly at times) migrants from all over the world ever since transport made it possible."	2009-02-22T11:21:00
Rimipie	rep	per	neg-towards	-1.184444444	"sorry had to rep my ends, be loyal innit"	2010-02-21T14:14:00
road	BNP and Front Nationale	org	pos-towards	0.083333333	BNP can win.Brits want a true change	2009-03-07T10:13:00
road	Gremlins	per	pos-towards	1.366666667	"You'd better learn Old Welsh pretty sharpish unless you want to be deported along the Silk Road <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-02-22T00:09:00
road	Gremlins	per	pos-towards	1.366666667	*Silk Road.	2009-02-22T00:17:00
rockrunride	Gremlins Pavlik	per	neg-towards	-1.705555556	Can't really believe people are giving Pavlik the time of day tbh.	2009-02-22T14:16:00
rockrunride	Sunni Muslim	per	neg-towards	-1.705555556	Can't really believe people are giving Pavlik the time of day tbh.	2009-02-22T14:16:00
rofflewaffle	London	gpe	pos-towards	1.195555556	Not that fussed about London.	2010-02-21T14:20:00
Scipio_Africanus	BNP and Front Nationale	org	pos-towards	1.156666667	I don't know if this has been mentioned before but only about 400 people voted for the BNP in sevenoaks; hardly a rising.	2009-02-22T11:36:00
Scipio_Africanus	people	per	pos-towards	1.156666667	I don't know if this has been mentioned before but only about 400 people voted for the BNP in sevenoaks; hardly a rising.	2009-02-22T11:36:00
Seven_Three	Cambridgeshire	gpe	neg-towards	-0.756666667	"Translation costs linked to dealing with incidents and crime are close to £1m a year,"" says the Cambridgeshire police report'"	2009-03-08T22:35:00
Seven_Three	county	gpe	neg-towards	-0.484444444	"'""The hidden scale of migration into the county is demonstrated by the different number of languages officers and staff deal with, which now exceeds 100."	2009-03-08T22:35:00
Seven_Three	Fascist	per	pos-towards	1.848888889	You sound like the fascist here.	2009-03-08T21:36:00
Seven_Three	Frank Field	per	neg-towards	-0.476666667	"'In a stark joint statement MPs Nicholas Soames and Frank Field, co-chairmen of the Commons cross-party group on balanced migration, said: ""Unless firm action is taken very soon, our population will hit 70 million even earlier than the Government's present forecast of 2028."	2009-03-08T22:35:00
Seven_Three	Frank Field	per	pos-towards	0.915555556	"'In a stark joint statement MPs Nicholas Soames and Frank Field, co-chairmen of the Commons cross-party group on balanced migration, said: ""Unless firm action is taken very soon, our population will hit 70 million even earlier than the Government's present forecast of 2028."	2009-03-08T22:35:00
Seven_Three	Government	gpe	pos-towards	1.405555556	"'In a stark joint statement MPs Nicholas Soames and Frank Field, co-chairmen of the Commons cross-party group on balanced migration, said: ""Unless firm action is taken very soon, our population will hit 70 million even earlier than the Government's present forecast of 2028."	2009-03-08T22:35:00
Seven_Three	immigrants	per	neg-towards	-0.297777778	Also I challenge you to find a good source which backs up a claim to extra contibution from immigrants economically.	2009-03-08T22:35:00
Seven_Three	Immigrants	per	pos-towards	0.783333333	Immigrants contribute less than almost every other section of Britain.	2009-03-08T21:46:00
Seven_Three	JMonkey Pavliks	per	neg-towards	-0.523333333	"Oddly alot of (possibly your) anti-racist malarky is based around the paranoia of racial conflict, domination etc."	2009-03-08T21:36:00
Seven_Three	JMonkey Pavliks	per	neg-towards	-0.251111111	"If you can't use the English language I suggest you go and take some lessons, it's not my job to make it easy for you to read."	2009-03-08T21:49:00
Seven_Three	JMonkey Pavliks	per	pos-towards	1.848888889	You sound like the fascist here.	2009-03-08T21:36:00
Seven_Three	JMonkey Pavliks	per	pos-towards	1.11	"Oddly alot of (possibly your) anti-racist malarky is based around the paranoia of racial conflict, domination etc."	2009-03-08T21:36:00
Seven_Three	JMonkey Pavliks	per	pos-towards	-0.251111111	"If you can't use the English language I suggest you go and take some lessons, it's not my job to make it easy for you to read."	2009-03-08T21:49:00
Seven_Three	JMonkey Pavliks	per	pos-towards	2.035555556	"Edit: I think this is the part where you and monkey ethier; leave the thread because you can't argue, resort to character assassination or devolve into crying infant type appeal to emotion, oh wait you've both already done that."	2009-03-08T22:35:00
Seven_Three	officers	per	pos-towards	0.596666667	"'""The hidden scale of migration into the county is demonstrated by the different number of languages officers and staff deal with, which now exceeds 100."	2009-03-08T22:35:00
Seven_Three	prison	fac	neg-towards	-0.15	"They're more criminally inclined, more in prison, use more public services, take more public money, are more terroristic and on and on and on."	2009-03-08T21:46:00
Seven_Three	Sunni Muslim	per	neg-towards	-2.483333333	"Almost all jails will have a majourity white population, beacuse the majourity of the population is white."	2009-03-08T22:35:00
Seven_Three	They	per	neg-towards	-0.15	"They're more criminally inclined, more in prison, use more public services, take more public money, are more terroristic and on and on and on."	2009-03-08T21:46:00
Seven_Three	they	per	pos-towards	0.783333333	"But the point is ethnics and immigrants are over represented, they 'contribute' less to your supposed 'society'."	2009-03-08T22:35:00
Simplicity	BNP and Front Nationale	org	neg-towards	-0.274444444	"BNP have a small margin of supporters that include rapist, criminals and unskilled working class."	2009-02-21T19:09:00
Simplicity	BNP and Front Nationale	org	neg-towards	-1.137777778	I have noticed that BNP have replaced Jewish bashing with Islam bashing.	2009-02-21T19:42:00
Simplicity	BNP and Front Nationale	org	pos-towards	0.736666667	Bad economic times will mean that the BNP will get more votes.	2009-02-21T19:09:00
Simplicity	child	per	neg-towards	-0.188888889	If you look at the list it included about seven child rapist which is bad.	2009-02-21T19:09:00
Simplicity	Eastern Europe	loc	neg-towards	-0.5	Eastern Europe might have alot of trouble with protectionism as it's been dependent on Western Europe.	2009-02-21T19:55:00
Simplicity	Jews	per	neg-towards	-1.946666667	According to them the Jews want to destroy the white race and every non-white person is inferior and violent.	2009-02-21T19:42:00
Simplicity	people	per	pos-towards	0.977777778	"But, when it recovers people will stop voting for them."	2009-02-21T19:09:00
Simplicity	people	per	pos-towards	1.623333333	Most people don't blame other people for bad things happening like losing a job.	2009-02-21T19:42:00
Simplicity	person	per	neg-towards	-1.612222222	According to them the Jews want to destroy the white race and every non-white person is inferior and violent.	2009-02-21T19:42:00
Simplicity	rapist	per	pos-towards	0.97	"BNP have a small margin of supporters that include rapist, criminals and unskilled working class."	2009-02-21T19:09:00
Simplicity	rapist	per	pos-towards	0.97	If you look at the list it included about seven child rapist which is bad.	2009-02-21T19:09:00
Simplicity	resort	fac	pos-towards	0.69	I wonder if the Governments around the world resort to protectionism.	2009-02-21T19:55:00
Simplicity	supporters	per	neg-towards	-0.274444444	"BNP have a small margin of supporters that include rapist, criminals and unskilled working class."	2009-02-21T19:09:00
Simplicity	them	per	pos-towards	0.977777778	"But, when it recovers people will stop voting for them."	2009-02-21T19:09:00
Simplicity	Western Europe	loc	neg-towards	-0.5	Eastern Europe might have alot of trouble with protectionism as it's been dependent on Western Europe.	2009-02-21T19:55:00
Smeh	London	gpe	pos-towards	2.782222222	I love London. Can't wait to live there in autumn.	2010-02-21T14:52:00
Smeh	New York London	gpe	pos-towards	1.848888889	I liked New York...but that was about it.	2010-02-21T14:52:00
Snobpence17	Church of Scientology	org	neg-towards	-2.071111111	"Scientology is a dangerous cult, you should get those documents to the papers"	2008-07-11T12:40:00
SolInvictus	Miaphysite	per	pos-towards	0.915555556	Become a Monothelite or Miaphysite.	2008-07-27T03:01:00
SomeStudent	London	gpe	neg-towards	-2.071111111	"I don't like London, so I'll say New York <img src=""images/smilies/biggrin.png""/>"	2010-02-21T17:13:00
strawberrywine_	BNP and Front Nationale	org	neg-towards	-1.526666667	If you think that's the only group that BNP discriminate against then you're sadly mistaken.	2009-02-21T19:48:00
strawberrywine_	JMonkey Pavliks	per	neg-towards	-1.775555556	If you think that's the only group that BNP discriminate against then you're sadly mistaken.	2009-02-21T19:48:00
Student2806	London	gpe	pos-towards	1.094444444	"London is nice, but it's just another big city to me <img src=""http://static.tsrfiles.co.uk/images/smilies/dontknow.gif"" alt="":dontknow:""/>"	2010-02-21T14:45:00
supernova2	Church of Scientology	org	neg-towards	-2.351111111	Im not saying I like Scientology but I hate it when people say the religion is stupid because of outlandish beliefs.	2008-07-11T12:57:00
supernova2	Church of Scientology	org	neg-towards	-0.64	Yeah Scientology is ****ed up.	2008-07-11T12:57:00
supernova2	Church of Scientology	org	pos-towards	1.848888889	Im not saying I like Scientology but I hate it when people say the religion is stupid because of outlandish beliefs.	2008-07-11T12:57:00
supernova2	country	gpe	pos-towards	1.483333333	We live in a country where we believe in mass telepathic communication on Sundays with a big thing in the sky.	2008-07-11T12:57:00
supernova2	people	per	neg-towards	-2.203333333	Im not saying I like Scientology but I hate it when people say the religion is stupid because of outlandish beliefs.	2008-07-11T12:57:00
supernova2	people	per	pos-towards	1.226666667	"Where your soul goes to a place where all the ""good"" people are and the ""evil"" people (the people who are less lucky in life and have to do non-socially accepted things for a living) will be sent to an underworld where they will be eternally tortured."	2008-07-11T12:57:00
supernova2	person	per	pos-towards	1.592222222	In fact the person that sends them to this eternal torture is meant to be perfect and good.	2008-07-11T12:57:00
supernova2	place	loc	pos-towards	1.226666667	"Where your soul goes to a place where all the ""good"" people are and the ""evil"" people (the people who are less lucky in life and have to do non-socially accepted things for a living) will be sent to an underworld where they will be eternally tortured."	2008-07-11T12:57:00
supernova2	who	per	pos-towards	2.354444444	"Where your soul goes to a place where all the ""good"" people are and the ""evil"" people (the people who are less lucky in life and have to do non-socially accepted things for a living) will be sent to an underworld where they will be eternally tortured."	2008-07-11T12:57:00
sweetlovinchick2k1	friends	per	pos-towards	0.596666667	"Never been to New York but I plan to go, from what I've seen and speaking to friends who have been I think New York will be better than London when I do go!"	2010-02-21T17:15:00
sweetlovinchick2k1	New York London	gpe	pos-towards	1.032222222	"Never been to New York but I plan to go, from what I've seen and speaking to friends who have been I think New York will be better than London when I do go!"	2010-02-21T17:15:00
tasGooner	Carter	per	neg-towards	-0.188888889	"For all the models by leading XR acadmics (Mainly, Ignazi, Eatwell, Carter and a few others) there are still country specific factors."	2009-02-21T21:21:00
tasGooner	immigrants	per	pos-towards	0.946666667	One of the stupid policies of the BNP are that they are going to compensate economically active immigrants.	2009-02-21T20:39:00
tasGooner	Italy	gpe	pos-towards	2.447777778	"Old, with historical links to fascism which have had no success bar MSI in Italy, and New style parties which are still xenophobic, anti-system, racist etc."	2009-02-21T20:59:00
tasGooner	Italy	gpe	pos-towards	1.304444444	"For example, scandinavian XR parites aren't sexist because gender equality is extremly important in scandinavian politics, however in Italy, that may not be the case."	2009-02-21T21:21:00
tasGooner	its	org	pos-towards	0.962222222	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	JMonkey Pavliks	per	neg-towards	-0.78	"Not always, you can have a unskilled job and yet be middle class by upbringing."	2009-02-21T20:36:00
tasGooner	JMonkey Pavliks	per	neg-towards	-0.85	You knowledge on the overal extreme right seems limited (no personal offense).	2009-02-21T22:01:00
tasGooner	JMonkey Pavliks	per	pos-towards	0.83	"For all your philosophical answers, it doesn't really answer or even discusses why the BNP popularity is rising."	2009-02-21T21:21:00
tasGooner	JMonkey Pavliks	per	pos-towards	1.895555556	You knowledge on the overal extreme right seems limited (no personal offense).	2009-02-21T22:01:00
tasGooner	Le Pen	per	neg-towards	-1.814444444	"As with one of my previous posts, there was a man in france who voter communist for over 40 years, lost his job and then voter Le Pen."	2009-02-21T20:53:00
tasGooner	Le Pen	per	pos-towards	1.156666667	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	lecturer	per	pos-towards	1.156666667	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	majority	per	neg-towards	-1.783333333	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	majority	per	pos-towards	1.483333333	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	MSI	org	pos-towards	2.447777778	"Old, with historical links to fascism which have had no success bar MSI in Italy, and New style parties which are still xenophobic, anti-system, racist etc."	2009-02-21T20:59:00
tasGooner	Nick Griffin	per	neg-towards	-1.495555556	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	Nick Griffin	per	neg-towards	-1.495555556	"As with one of my previous posts, there was a man in france who voter communist for over 40 years, lost his job and then voter Le Pen."	2009-02-21T20:53:00
tasGooner	Nick Griffin	per	neg-towards	-0.297777778	X.R. parties would say send him back.	2009-02-21T21:05:00
tasGooner	Nick Griffin	per	pos-towards	1.156666667	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	others	per	pos-towards	0.713333333	And as Carter 2005 has shown (+ many others) there are atleast 5 different types of X.R.	2009-02-21T20:59:00
tasGooner	parties	org	neg-towards	-1.9	Which is the whole insanity of XR parties.	2009-02-21T21:28:00
tasGooner	parties	org	pos-towards	1.156666667	The vote for extreme right parties can come from a wide variety of political backgrounds.	2009-02-21T20:27:00
tasGooner	parties	org	pos-towards	1.11	"Old, with historical links to fascism which have had no success bar MSI in Italy, and New style parties which are still xenophobic, anti-system, racist etc."	2009-02-21T20:59:00
tasGooner	PR	org	pos-towards	0.557777778	"However if PR were to be implemented, then they have a much better chance of gaining alot more than 3 seats."	2009-02-21T19:47:00
tasGooner	she	per	pos-towards	1.156666667	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	they	per	neg-towards	-1.293333333	"Nope, the reason why some get arrested, especially cases in Belgium, Netherlands and Germany is because they get baned for being too extremist."	2009-02-21T19:53:00
tasGooner	They	org	neg-towards	-1.783333333	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	they	per	pos-towards	0.892222222	"parties pray on this as they are extremely professional in nature, but its also about supply and demand if u get my drift."	2009-02-21T19:40:00
tasGooner	they	per	pos-towards	0.946666667	One of the stupid policies of the BNP are that they are going to compensate economically active immigrants.	2009-02-21T20:39:00
tasGooner	they	per	pos-towards	1.724444444	"Also, how they feel the main stream politics is treating them has a huge amount to explaining the rise in X.R."	2009-02-21T20:53:00
tasGooner	They	org	pos-towards	1.483333333	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	they	org	pos-towards	1.483333333	"They are insane to the majority but, they believe its logical and right!"	2009-02-21T21:28:00
tasGooner	voters	per	neg-towards	-0.15	Exreme right voters are generall more inclined to vote X.R.	2009-02-21T20:53:00
tasGooner	voters	per	pos-towards	1.156666667	Exreme right voters are generall more inclined to vote X.R.	2009-02-21T20:53:00
tasGooner	which	org	neg-towards	-0.523333333	"Old, with historical links to fascism which have had no success bar MSI in Italy, and New style parties which are still xenophobic, anti-system, racist etc."	2009-02-21T20:59:00
tasGooner	which	org	pos-towards	0.97	parties which include socio-economic and political situations.	2009-02-21T20:53:00
tasGooner	who	per	pos-towards	1.483333333	"More recently its been white (obviously, ive yet to come across one that isn't), middle class males who are both skilled and unskilled workers."	2009-02-21T20:27:00
tasGooner	XR	org	neg-towards	-0.562222222	"My lecturer in XR in western europe said that she knew of a case in france where a man had voted communist for 40 years, lost his job and then voted for Le Pen and Front Nationale."	2009-02-21T20:27:00
tasGooner	XR	org	neg-towards	-2.071111111	"My point is that its not just one segment like ""the skin heads"" any more."	2009-02-21T20:27:00
tasGooner	XR	org	pos-towards	0.915555556	"For example, scandinavian XR parites aren't sexist because gender equality is extremly important in scandinavian politics, however in Italy, that may not be the case."	2009-02-21T21:21:00
teashoci	Non European	gpe	pos-towards	0.557777778	They have my vote.	2009-03-05T14:34:00
