(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
Sharri5	them	per	neg-towards	-1.868888889	"I don't have a problem with them, but I also don't need them."	2011-08-01T00:44:00
Sharri5	United States	gpe	pos-towards	0.705555556	"Just because you watch american tv shows and american movies b/c your tv shows are ****, does not mean that you know what america is like. <img src=""http://static.tsrfiles.co.uk/images/smilies/bootyshake.gif"" alt="":bootyshake:""/>"	2011-07-30T17:12:00
Sharri5	you	per	neg-towards	-1.503333333	"Also, how hilarious is it that you're calling america a dump."	2011-07-30T17:12:00
Sharri5	you	per	neg-towards	-1.487777778	"feel free to read my post again while you're still obsessing over this ""wasteland"" <img src=""images/smilies/biggrin.png""/>"	2011-07-31T20:24:00
Sharri5	you	per	pos-towards	1.848888889	"Just because you watch american tv shows and american movies b/c your tv shows are ****, does not mean that you know what america is like. <img src=""http://static.tsrfiles.co.uk/images/smilies/bootyshake.gif"" alt="":bootyshake:""/>"	2011-07-30T17:12:00
Sharri5	YOU	per	pos-towards	1.81	GOOD FOR YOU!!!!!!	2011-08-01T00:33:00
Sharri5	you	per	pos-towards	0.557777778	"If you have enough space to do what you need, then congratulations <img src=""images/smilies/biggrin.png""/>"	2011-08-01T00:33:00
Sharri5	your	per	pos-towards	0.705555556	"Just because you watch american tv shows and american movies b/c your tv shows are ****, does not mean that you know what america is like. <img src=""http://static.tsrfiles.co.uk/images/smilies/bootyshake.gif"" alt="":bootyshake:""/>"	2011-07-30T17:12:00
shirley7	BNP and Front Nationale	org	pos-towards	0.557777778	"I'd love to see Nick Griffin on Question Time because although the BNP have no chance of coming into power, a few of their ideas make perfect sense."	2009-02-21T17:09:00
Space Needle	Alaska	gpe	pos-towards	0.557777778	Alaska has the biggest seperatist movement by the way (and no it isn't Hispanic led).	2011-07-31T16:06:00
Space Needle	Albufeira	org	pos-towards	2.338888889	"I was in Portugal last year (Albufeira) and my god the Brits - the shrieking ladettes in the pink cowboy hats on a serious, drunken shagathon, the spotty, lobster-red and totally pissed youths in the union jack shorts, puking up on every street corner."	2011-07-31T17:18:00
Space Needle	Americans	per	pos-towards	0.557777778	I don't think Americans have a huge opinion on the UK.	2011-07-31T16:16:00
Space Needle	Americans	per	pos-towards	1.872222222	Millions of Americans visit France every year.	2011-07-31T16:46:00
Space Needle	Brit	org	neg-towards	-1.168888889	"It has been the world's largest national economy since the 1870s and remains the world's largest manufacturer, representing 19% of the world's manufacturing."	2011-07-30T19:58:00
Space Needle	Brit	org	pos-towards	0.798888889	"The irony of a Brit of all countries talking about the dangers of public debt <img src=""http://static.tsrfiles.co.uk/images/smilies/lol.gif"" alt="":lol:""/>"	2011-07-30T19:58:00
Space Needle	brits	per	neg-towards	-1.005555556	Now they have nothing but contempt for the brits who go over to Prague.	2011-07-31T17:48:00
Space Needle	Brtish	per	neg-towards	-0.577777778	It seems to be the British who have such lengthy and long-winded opinions on the USA.	2011-07-31T16:16:00
Space Needle	Brtish	per	pos-towards	0.557777778	It seems to be the British who have such lengthy and long-winded opinions on the USA.	2011-07-31T16:16:00
Space Needle	Cancun	gpe	pos-towards	1.848888889	Cancun and Vegas are nothing like Malia and so on.	2011-07-31T17:48:00
Space Needle	centre	fac	pos-towards	1.102222222	Visit any British city centre on a Friday or Saturday night and you'll see the same thing.	2011-07-31T16:59:00
Space Needle	cities	gpe	neg-towards	-1.371111111	"The US has great cities - places like San Francisco, Portland, Boston, Pittsburgh, Seattle, Houston, LA, San Diego, Miami, Chicago, NYC, Indianapolis are hardly boring."	2011-08-01T23:13:00
Space Needle	Colorado	gpe	pos-towards	1.848888889	"Not at all ""West"" like Colorado or Nevada, nor ""Southwest"" like New Mexico and Arizona."	2011-07-31T16:52:00
Space Needle	crews	per	neg-towards	-0.15	and he said that the local people used to have a high regard for British people until the stag crews and cheap flight crews moved in.	2011-07-31T17:48:00
Space Needle	drinkers	per	neg-towards	-1.588888889	British tourists are known the world over for having totally nauseating behaviour and causing mayhem - from the country that has exported football hooligans and binge drinkers around Europe you have no leg to stand on.	2011-07-31T17:07:00
Space Needle	drinkers	per	pos-towards	1.942222222	British tourists are known the world over for having totally nauseating behaviour and causing mayhem - from the country that has exported football hooligans and binge drinkers around Europe you have no leg to stand on.	2011-07-31T17:07:00
Space Needle	France	gpe	neg-towards	-2.351111111	Nobody hates France.	2011-07-31T16:46:00
Space Needle	France	gpe	pos-towards	2.128888889	France isn't hated at all.	2011-07-31T16:35:00
Space Needle	France	gpe	pos-towards	0.915555556	Nobody hates France.	2011-07-31T16:46:00
Space Needle	friends	per	pos-towards	1.553333333	"I keep away from them and so do my foreign friends, as much as possible."	2011-07-31T17:07:00
Space Needle	girls	per	neg-towards	-2.226666667	American girls tend to be either very fat or very hot.	2011-07-30T19:58:00
Space Needle	Great Britain	gpe	neg-towards	-0.344444444	"If anywhere, the UK seems more prone to ethnic disintegration given the fact that it seems incapable of providing anyone with a sense of national identity and has elected facists to represent the country at the EU."	2011-07-31T16:05:00
Space Needle	Great Britain	gpe	neg-towards	-2.351111111	Nobody hates the UK.	2011-07-31T16:35:00
Space Needle	Great Britain	gpe	neg-towards	-1.526666667	The UK isn't important enough anymore to yield strong opinions.	2011-07-31T16:35:00
Space Needle	Great Britain	gpe	neg-towards	-1.176666667	"The whole world doesn't revolve around the UK - from what I saw the Welsh, English and Scottish behave and look the same - with the only different feature the accent."	2011-07-31T18:07:00
Space Needle	Great Britain	gpe	pos-towards	1.988888889	I don't see much innovation coming out of the UK to be honest - don't throw stones in glass houses considering the British economy is crippled after becoming stupidly over-reliant on the financial services sector.	2011-07-30T19:58:00
Space Needle	Great Britain	gpe	pos-towards	1.646666667	"British people have tiny, tiny houses - even middle class people live in cramped homes with people on either side of them..!"	2011-07-30T19:58:00
Space Needle	Great Britain	gpe	pos-towards	0.884444444	I don't think Americans have a huge opinion on the UK.	2011-07-31T16:16:00
Space Needle	Great Britain	gpe	pos-towards	1.187777778	The peer pressure amongst British people to drink to excess is strong.	2011-07-31T17:18:00
Space Needle	Great Britain	gpe	pos-towards	1.148888889	and he said that the local people used to have a high regard for British people until the stag crews and cheap flight crews moved in.	2011-07-31T17:48:00
Space Needle	Great Britain	gpe	pos-towards	0.713333333	Go to a British city centre on a Friday and Saturday night and the place is like a warzone.	2011-07-31T17:48:00
Space Needle	Great Britain	gpe	pos-towards	1.102222222	"The only British city worthy of comparison to those mentioned is London - believe me I have been to Birmingham (UK), Leeds, Glasgow and Manchester and they aren't much to write home about..."	2011-08-01T23:13:00
Space Needle	Greece	gpe	pos-towards	0.604444444	Thanks for informing me about my country.	2011-07-31T17:01:00
Space Needle	group	org	pos-towards	1.148888889	All the Mexicans I know are damn proud to be American and hispanic enlistment in the military is by far the highest out of any ethnic group.	2011-07-30T20:11:00
Space Needle	He	per	neg-towards	-1.627777778	"He's almost been stabbed twice by a drunk up jerk and he says that the beautiful city centre is full of vomiting, disrespectful groups trying to molest the local women and causing mayhem."	2011-07-31T17:48:00
Space Needle	Hispanic	per	pos-towards	1.117777778	No Hispanic apart from a few loonies is interested in seperating from the USA and from anecdotal experiance they are more patriotic than the average.	2011-07-31T16:06:00
Space Needle	Hispanics	per	pos-towards	1.148888889	Hispanics are more patriotic than average - probably because they have swapped Mexico for high wages and a good standard of living.	2011-07-30T20:11:00
Space Needle	hooligans	per	neg-towards	-0.274444444	British tourists are known the world over for having totally nauseating behaviour and causing mayhem - from the country that has exported football hooligans and binge drinkers around Europe you have no leg to stand on.	2011-07-31T17:07:00
Space Needle	hotels	fac	neg-towards	-0.702222222	"The money they spend doesn't really do much for the local economy as all they spend money on is bars, prostitutes and cheap hotels."	2011-07-31T17:48:00
Space Needle	hotels	fac	pos-towards	0.993333333	"The money they spend doesn't really do much for the local economy as all they spend money on is bars, prostitutes and cheap hotels."	2011-07-31T17:48:00
Space Needle	immigrants	per	pos-towards	0.977777778	The USA is also the biggest destination for immigrants from around the world - we absorbed about 20 million alone in the last decade.	2011-07-30T19:58:00
Space Needle	Italian	gpe	pos-towards	1.848888889	Hmmm - bit like another country with delusions of grandeur (mentioning no names).	2011-07-31T16:35:00
Space Needle	Kansas	gpe	pos-towards	1.848888889	"Same as a state like Kansas is ""western Midwest""."	2011-07-31T16:52:00
Space Needle	louts	per	pos-towards	1.187777778	"The English abroad are in Europe are generally viewed as loud, rude, dirty, drunken louts."	2011-07-31T17:07:00
Space Needle	Malia	per	pos-towards	1.848888889	Cancun and Vegas are nothing like Malia and so on.	2011-07-31T17:48:00
Space Needle	Mississippi	gpe	neg-towards	-2.071111111	"And not ""Deep South"" like Mississippi or Alabama."	2011-07-31T16:52:00
Space Needle	Mississippi	gpe	pos-towards	0.752222222	"And not ""Deep South"" like Mississippi or Alabama."	2011-07-31T16:52:00
Space Needle	mob	per	neg-towards	-1.145555556	It always makes me laugh what the next ridiculous complaint the anti-USA Euro mob will find with the US; never heard this one before.	2011-08-01T23:13:00
Space Needle	New Mexico	gpe	pos-towards	1.848888889	"Not at all ""West"" like Colorado or Nevada, nor ""Southwest"" like New Mexico and Arizona."	2011-07-31T16:52:00
Space Needle	Nobody	per	neg-towards	-2.351111111	Nobody hates the UK.	2011-07-31T16:35:00
Space Needle	Nobody	per	neg-towards	-0.756666667	Nobody is forcing you to watch Scrubs or whatever culture we are forcing at you.	2011-07-31T16:41:00
Space Needle	Northern European	gpe	neg-towards	-0.274444444	British tourists are known the world over for having totally nauseating behaviour and causing mayhem - from the country that has exported football hooligans and binge drinkers around Europe you have no leg to stand on.	2011-07-31T17:07:00
Space Needle	people	per	neg-towards	-1.876666667	Pissed up people behaving like animals.	2011-07-31T16:59:00
Space Needle	People	per	pos-towards	1.117777778	People were less interested in the Royal Wedding than is claimed in the UK.	2011-07-31T16:32:00
Space Needle	people	per	pos-towards	0.83	"Well yeah, people chatted about it because it was a world event."	2011-07-31T16:43:00
Space Needle	population	per	pos-towards	1.358888889	"Also, the American population is young and growing when compared to Europe or Japan."	2011-07-30T19:58:00
Space Needle	Portugal	gpe	pos-towards	2.338888889	"I was in Portugal last year (Albufeira) and my god the Brits - the shrieking ladettes in the pink cowboy hats on a serious, drunken shagathon, the spotty, lobster-red and totally pissed youths in the union jack shorts, puking up on every street corner."	2011-07-31T17:18:00
Space Needle	Prague	gpe	neg-towards	-0.297777778	I've also flown back from Prague and Bratislava and the scum you find on the aircraft is breathtaking.	2011-07-31T17:48:00
Space Needle	Prague	gpe	pos-towards	1.67	I've also flown back from Prague and Bratislava and the scum you find on the aircraft is breathtaking.	2011-07-31T17:48:00
Space Needle	San Francisco	gpe	pos-towards	1.848888889	"The US has great cities - places like San Francisco, Portland, Boston, Pittsburgh, Seattle, Houston, LA, San Diego, Miami, Chicago, NYC, Indianapolis are hardly boring."	2011-08-01T23:13:00
Space Needle	Seattle	gpe	pos-towards	0.713333333	Go to a British city centre on a Friday and Saturday night and the place is like a warzone.	2011-07-31T17:48:00
Space Needle	Seattle	gpe	pos-towards	1.95	Washington State (my family live in Seattle - they don't).	2011-08-01T23:16:00
Space Needle	Sharri5	per	pos-towards	1.848888889	Americans tend to have more affordable living space.	2011-08-01T03:32:00
Space Needle	they	per	pos-towards	1.148888889	No Hispanic apart from a few loonies is interested in seperating from the USA and from anecdotal experiance they are more patriotic than the average.	2011-07-31T16:06:00
Space Needle	they	per	pos-towards	1.95	Washington State (my family live in Seattle - they don't).	2011-08-01T23:16:00
Space Needle	those	per	pos-towards	1.102222222	"The only British city worthy of comparison to those mentioned is London - believe me I have been to Birmingham (UK), Leeds, Glasgow and Manchester and they aren't much to write home about..."	2011-08-01T23:13:00
Space Needle	tourists	per	neg-towards	-2.421111111	I am pointing out the laughable claim that American tourists are despised.	2011-07-31T17:18:00
Space Needle	United States	gpe	neg-towards	-2.273333333	"<img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/> I have already seen your ignorant comments on the other threads - you clearly don't understand the first thing about the economics of the american debt issue at even the most basic level."	2011-07-30T19:58:00
Space Needle	United States	gpe	neg-towards	-0.577777778	It seems to be the British who have such lengthy and long-winded opinions on the USA.	2011-07-31T16:16:00
Space Needle	United States	gpe	neg-towards	-1.503333333	It always makes me laugh what the next ridiculous complaint the anti-USA Euro mob will find with the US; never heard this one before.	2011-08-01T23:13:00
Space Needle	United States	gpe	neg-towards	-1.371111111	"The US has great cities - places like San Francisco, Portland, Boston, Pittsburgh, Seattle, Houston, LA, San Diego, Miami, Chicago, NYC, Indianapolis are hardly boring."	2011-08-01T23:13:00
Space Needle	United States	gpe	pos-towards	0.666666667	"The US dollar holds about 60% of world reserves, as compared to its top competitor, the euro, which controls about 24%."	2011-07-30T19:58:00
Space Needle	United States	gpe	pos-towards	0.977777778	The USA is also the biggest destination for immigrants from around the world - we absorbed about 20 million alone in the last decade.	2011-07-30T19:58:00
Space Needle	United States	gpe	pos-towards	1.553333333	The USA will remain the world's superpower for a long time.	2011-07-30T20:37:00
Space Needle	United States	gpe	pos-towards	1.234444444	My mum was half Chinese - half Italian and her parents have recieved relatively little stick in Washington state in the 1960's onwards.	2011-07-31T18:05:00
Space Needle	United States	gpe	pos-towards	0.557777778	"The US has great cities - places like San Francisco, Portland, Boston, Pittsburgh, Seattle, Houston, LA, San Diego, Miami, Chicago, NYC, Indianapolis are hardly boring."	2011-08-01T23:13:00
Space Needle	USA Euro	org	neg-towards	-0.523333333	It always makes me laugh what the next ridiculous complaint the anti-USA Euro mob will find with the US; never heard this one before.	2011-08-01T23:13:00
Space Needle	west	loc	pos-towards	0.861111111	"southeast, starting in far East Texas) is also blended with qualities of the frontier west."	2011-07-31T16:52:00
Space Needle	women	per	neg-towards	-2.522222222	"He's almost been stabbed twice by a drunk up jerk and he says that the beautiful city centre is full of vomiting, disrespectful groups trying to molest the local women and causing mayhem."	2011-07-31T17:48:00
Space Needle	world	loc	neg-towards	-0.888888889	"It has been the world's largest national economy since the 1870s and remains the world's largest manufacturer, representing 19% of the world's manufacturing."	2011-07-30T19:58:00
Space Needle	world	loc	neg-towards	-0.297777778	"It also boasts the world's largest gold reserves and the world's largest gold depository, the New York Federal Reserve Bank."	2011-07-30T19:58:00
Space Needle	world	loc	neg-towards	-1.176666667	"The whole world doesn't revolve around the UK - from what I saw the Welsh, English and Scottish behave and look the same - with the only different feature the accent."	2011-07-31T18:07:00
Space Needle	world	loc	pos-towards	2.245555556	About 30% of the entire world's millionaire population reside in the United States.	2011-07-30T19:58:00
Space Needle	world	loc	pos-towards	0.775555556	"It also boasts the world's largest gold reserves and the world's largest gold depository, the New York Federal Reserve Bank."	2011-07-30T19:58:00
Space Needle	world	loc	pos-towards	0.612222222	"The US is by far the most heavily invested-into country in the world, with foreign investments made in the US measuring almost $2.4 trillion, which is more than twice that of any other country."	2011-07-30T19:58:00
Space Needle	world	loc	pos-towards	1.522222222	"Wherever I travel in the world, the worst tourists appear to be Brits."	2011-07-31T17:18:00
Space Needle	you	per	neg-towards	-0.476666667	Nobody is forcing you to watch Scrubs or whatever culture we are forcing at you.	2011-07-31T16:41:00
Space Needle	you	per	pos-towards	0.736666667	"The girls in LA for example are better than in Moscow - go to LA and you get Hispanics, Black girls, Persian girls, Chinese girls, Thai girls, Korean girls, European girls... <img src=""http://static.tsrfiles.co.uk/images/smilies/sogood.gif"" alt="":sogood:""/>"	2011-07-30T19:58:00
Space Needle	you	per	pos-towards	1.848888889	Better than being miserable and looking like you have given up on life.	2011-07-30T20:07:00
Space Needle	your	per	neg-towards	-1.48	"<img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/> I have already seen your ignorant comments on the other threads - you clearly don't understand the first thing about the economics of the american debt issue at even the most basic level."	2011-07-30T19:58:00
Space Needle	youths	per	neg-towards	-1.666666667	"I was in Portugal last year (Albufeira) and my god the Brits - the shrieking ladettes in the pink cowboy hats on a serious, drunken shagathon, the spotty, lobster-red and totally pissed youths in the union jack shorts, puking up on every street corner."	2011-07-31T17:18:00
SpiritedAway	countries	gpe	neg-towards	-1.814444444	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	countries	gpe	pos-towards	1.218888889	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	population	per	neg-towards	-2.008888889	"I do think things will get worse for the population, before it gets better, but this happens with every economic crisis."	2011-07-31T15:38:00
SpiritedAway	their	per	pos-towards	1.553333333	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	them	gpe	neg-towards	-1.814444444	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	them	gpe	pos-towards	1.218888889	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	they	per	neg-towards	-1.814444444	"If they did default, then other countries and traders would lose confidence in them, and they'd therefore lose their superpower status."	2011-07-31T15:38:00
SpiritedAway	they	per	pos-towards	1.304444444	"And as someone mentioned on page 2, look how important they are in the field of economics."	2011-07-31T15:38:00
Suetonius	anyone	per	pos-towards	0.557777778	Barely anyone I know has an overinflated belief that the UK is anything other than another country.	2011-07-31T17:18:00
Suetonius	Germans	per	neg-towards	-2.008888889	The Germans can be worse.	2011-07-31T17:23:00
Suetonius	Northern European	gpe	neg-towards	-1.62	"I know several Americans who believed that Europe was already a federal state, before I had to inform them otherwise."	2011-07-31T17:18:00
Suetonius	Phillip	per	pos-towards	1.646666667	I've spent over an hour trying to explain to a group of people why Prince Phillip isn't the King (despite all the apparent admiration many Americans tend to have for the British monarchy).	2011-07-31T17:18:00
Suetonius	them	per	pos-towards	0.604444444	"I know several Americans who believed that Europe was already a federal state, before I had to inform them otherwise."	2011-07-31T17:18:00
Suetonius	they	per	neg-towards	-0.297777778	"There are a lot of ignorant, uninformed fools who feel they have authority to comment on these things."	2011-07-31T17:18:00
Suetonius	they	per	pos-towards	1.498888889	The difference is that they're efficient enough to clean up their mess.	2011-07-31T17:23:00
Suetonius	who	per	pos-towards	1.483333333	"I know several Americans who believed that Europe was already a federal state, before I had to inform them otherwise."	2011-07-31T17:18:00
Suetonius	You	per	neg-towards	-1.954444444	You yourself have been slightly guilty of this too.	2011-07-31T17:18:00
Tefhel	britons	per	neg-towards	-0.593333333	"Because the 'britons' are also lazy and feel they are entitled to a cushy job/benefits, and therefore refuse to do them - there is nothing stopping them from doing the jobs now!"	2009-02-21T22:51:00
Tefhel	Sunni Muslim	per	neg-towards	-1.588888889	I bet the lazy people on benefits who are complaining about there not being enough jobs won't.	2009-02-21T16:59:00
Tefhel	Sunni Muslim	per	neg-towards	-0.243333333	"Well, without a doubt it is a good thing, because they are the only people who will do those kinds of jobs, and they need doing."	2009-02-21T17:13:00
Tefhel	Sunni Muslim	per	pos-towards	0.207777778	"Well, without a doubt it is a good thing, because they are the only people who will do those kinds of jobs, and they need doing."	2009-02-21T17:13:00
Tefhel	supporters	per	pos-towards	0.868888889	I want to know what BNP supporters propose will happen once they have all been deported like they want them to be.	2009-02-21T17:13:00
Tefhel	them	per	neg-towards	-0.92	"Because the 'britons' are also lazy and feel they are entitled to a cushy job/benefits, and therefore refuse to do them - there is nothing stopping them from doing the jobs now!"	2009-02-21T22:51:00
Tefhel	they	per	pos-towards	1.848888889	I want to know what BNP supporters propose will happen once they have all been deported like they want them to be.	2009-02-21T17:13:00
Tefhel	They	per	pos-towards	1.304444444	"They aren't stealing jobs, there would be no jobs for immigrants to do if everyone who wasn't one worked, but they don't."	2009-02-21T17:31:00
The_Male_Melons	women	per	neg-towards	-2.226666667	"haha this is so true. <img src=""http://static.tsrfiles.co.uk/images/smilies/rofl.gif"" alt="":rofl:""/> British women are fat and ugly, American women go Maury."	2011-07-31T15:25:00
tite23	people	per	neg-towards	-1.503333333	"Where on earth are people getting that America is a dump? <img src=""http://static.tsrfiles.co.uk/images/smilies/confused.gif"" alt="":confused:""/> America is beautiful - so is England obviously, but come on, America is not a ""dump""."	2011-07-30T17:15:00
tite23	South China Sea	loc	neg-towards	-2.071111111	"That's a rather limited view of America, what with the Rockies and Yellowstone Park and the New England areas, but even so I'm surprised you didn't like the South."	2011-07-30T18:10:00
tite23	South China Sea	loc	pos-towards	1.911111111	The South is absolutely beautiful!	2011-07-30T17:03:00
tite23	Texas	gpe	pos-towards	1.911111111	Texas and Florida are undeniably beautiful.	2011-07-30T18:10:00
tite23	United States	gpe	neg-towards	-1.503333333	"Where on earth are people getting that America is a dump? <img src=""http://static.tsrfiles.co.uk/images/smilies/confused.gif"" alt="":confused:""/> America is beautiful - so is England obviously, but come on, America is not a ""dump""."	2011-07-30T17:15:00
tite23	United States	gpe	neg-towards	-2.04	"Mmhm you gave a negative view of America so I asked what parts you'd seen, and then mentioned all the beautiful places you (I'm assuming) haven't seen and so can't judge."	2011-07-30T18:13:00
tite23	United States	gpe	pos-towards	1.911111111	"Where on earth are people getting that America is a dump? <img src=""http://static.tsrfiles.co.uk/images/smilies/confused.gif"" alt="":confused:""/> America is beautiful - so is England obviously, but come on, America is not a ""dump""."	2011-07-30T17:15:00
tite23	United States	gpe	pos-towards	1.187777778	"That's a rather limited view of America, what with the Rockies and Yellowstone Park and the New England areas, but even so I'm surprised you didn't like the South."	2011-07-30T18:10:00
tite23	United States	gpe	pos-towards	1.187777778	"Mmhm you gave a negative view of America so I asked what parts you'd seen, and then mentioned all the beautiful places you (I'm assuming) haven't seen and so can't judge."	2011-07-30T18:13:00
tite23	you	per	neg-towards	-2.071111111	"That's a rather limited view of America, what with the Rockies and Yellowstone Park and the New England areas, but even so I'm surprised you didn't like the South."	2011-07-30T18:10:00
tite23	you	per	pos-towards	1.545555556	"Mmhm you gave a negative view of America so I asked what parts you'd seen, and then mentioned all the beautiful places you (I'm assuming) haven't seen and so can't judge."	2011-07-30T18:13:00
Unknown?	competitors	org	neg-towards	-0.383333333	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	countries	gpe	pos-towards	1.234444444	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	nobody	per	neg-towards	-2.226666667	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	Russia	gpe	pos-towards	1.164444444	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	them	per	neg-towards	-2.226666667	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	they	per	neg-towards	-2.226666667	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	United States	gpe	neg-towards	-1.752222222	"The country crippled with a failing economy, high unemployment levels and ghettos as far as the eye can see."	2011-07-30T15:36:00
Unknown?	United States	gpe	pos-towards	1.164444444	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Unknown?	women	per	pos-towards	1.848888889	Women in the country will sign onto online foreign dating sites and try to get with rich foreign men from other countries just like women in Russia and Ukraine do but nobody will want them as they are fat and can not compete with their russian competitors.	2011-07-30T15:36:00
Vanbrugh	Rome	gpe	pos-towards	2.782222222	I love Rome	2011-09-23T09:27:00
wig	asian	gpe	pos-towards	2.02	"The thing is Pavlik, alot of people in this country may distrust other races, relgions (specifically Islam.) They would however never vote BNP because they have a black mate down the pub, or an asian co worker who they are friends with."	2009-02-21T19:31:00
wig	BNP and Front Nationale	org	neg-towards	-0.756666667	"It wasn't really that, it was more the ever increasing police state and the biased media and education sectors."	2009-02-21T19:32:00
wig	"British National ""Party"	org	pos-towards	1.397777778	Perhaps people will now be presented with a legitimate choice as both the conservative party and labour party return to their traditional positions.	2009-02-21T15:20:00
wig	British Pakistani	gpe	neg-towards	-1.581111111	The policy of deportation will never be supported by Britain.	2009-02-21T19:31:00
wig	government	gpe	neg-towards	-1.332222222	"Although I detest what the BNP stand for, extremisim is needed to highlight the faults within this totalitarian government."	2009-02-21T15:20:00
wig	government	gpe	pos-towards	1.117777778	"Although I detest what the BNP stand for, extremisim is needed to highlight the faults within this totalitarian government."	2009-02-21T15:20:00
wig	head	per	neg-towards	-0.36	I'm sure it will begin to rear its head.	2009-02-21T15:25:00
wig	JMonkey Pavliks	per	pos-towards	1.117777778	"Pavlik although I disagree with your racial policy, I tend to sympathise with these sentiments you've highlighted."	2009-02-21T15:21:00
wig	people	per	pos-towards	1.405555556	Perhaps people will now be presented with a legitimate choice as both the conservative party and labour party return to their traditional positions.	2009-02-21T15:20:00
wig	pub	fac	pos-towards	1.343333333	"The thing is Pavlik, alot of people in this country may distrust other races, relgions (specifically Islam.) They would however never vote BNP because they have a black mate down the pub, or an asian co worker who they are friends with."	2009-02-21T19:31:00
wig	sectors	org	neg-towards	-0.725555556	"It wasn't really that, it was more the ever increasing police state and the biased media and education sectors."	2009-02-21T19:32:00
wig	their	per	pos-towards	0.627777778	Perhaps people will now be presented with a legitimate choice as both the conservative party and labour party return to their traditional positions.	2009-02-21T15:20:00
wig	they	per	pos-towards	0.557777778	"The thing is Pavlik, alot of people in this country may distrust other races, relgions (specifically Islam.) They would however never vote BNP because they have a black mate down the pub, or an asian co worker who they are friends with."	2009-02-21T19:31:00
wig	who	per	pos-towards	2.02	"The thing is Pavlik, alot of people in this country may distrust other races, relgions (specifically Islam.) They would however never vote BNP because they have a black mate down the pub, or an asian co worker who they are friends with."	2009-02-21T19:31:00
xps.systems	A. W. F. Edwards	per	neg-towards	-0.36	the reactions that go one within us).	2009-02-21T19:02:00
xps.systems	Andalusia	gpe	pos-towards	0.705555556	"What about people from areas such as Andalusia, Italy and Eastern Europe, where their ancestry is often a mixture of indigenous Europeans and Moorish/Berber/Hunnic/Mongoloid/Iranian nomads/invaders."	2009-02-21T20:34:00
xps.systems	Australian Aboriginal	gpe	pos-towards	1.071111111	Think about an Australian Aboriginal child being adopted by English parents in South Kensington and being educated in the likes of Eton/Harrow.	2009-02-21T17:19:00
xps.systems	BNP and Front Nationale	org	neg-towards	-0.834444444	"Also, isn't it the human right of the British and non-British individual in question to pursue their relationship/sex life with each other as they please? - rather than having to submit to the BNP's demand to meddle in their private lives."	2009-02-21T18:15:00
xps.systems	borders	loc	pos-towards	0.892222222	I don't think you can safely say that India is maintaining its own racial borders - I'm sure there are foreigners settling in India and mating with the locals.	2009-02-21T19:02:00
xps.systems	British	per	neg-towards	-1.472222222	"I don't think you can conveniently shift the blame onto politicians.There are surely many ethnically British people who are doing well for themselves and I don't think it's a matter of ethnicity at all, more one of attitude and personal (rather than ethnicity-based) values."	2009-02-21T18:42:00
xps.systems	British	per	pos-towards	1.701111111	"I don't think you can conveniently shift the blame onto politicians.There are surely many ethnically British people who are doing well for themselves and I don't think it's a matter of ethnicity at all, more one of attitude and personal (rather than ethnicity-based) values."	2009-02-21T18:42:00
